Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
4127;7794940000857;HILERET liq X200 mate                            ;CARNICERIA                             ;21;2100;0
4128;7791885001116;JUREL                                            ;CARNICERIA                             ;21;118;0
4129;4129;x                                                ;CARNICERIA                             ;21;79.5;0
4130;7798156760642;POROTOS NAT tetra                                ;CARNICERIA                             ;21;41.9;0
4131;7790132009158;PLOMERO LIQ X 1L                                 ;CARNICERIA                             ;21;89.5;0
4132;7793100130106;ODOL X 180G                                      ;CARNICERIA                             ;21;3260;0
4133;7791672002050;BUDIN fantoche                                   ;CARNICERIA                             ;21;150;0
4134;4134;BALANCEADO GRAN CAMP X 21K                       ;CARNICERIA                             ;21;1202.7;0
4135;7796989007729;PAN PANCHO BIMBO                                 ;CARNICERIA                             ;21;2480;0
4136;4136;x                                                ;CARNICERIA                             ;21;26.5;0
4137;7790314007170;RESERO X1.125                                    ;CARNICERIA                             ;21;77.9;0
4138;7790240128598;FINCA LAS MORAS M                                ;CARNICERIA                             ;21;1400;0
4139;4139;EL                                               ;CARNICERIA                             ;21;177;0
4140;4140;CHIMICHURRI suelto x k                           ;CARNICERIA                             ;21;4720;0
4141;7792900808703;SALSA ALIOLI                                     ;CARNICERIA                             ;21;400;0
4142;7793913000924;MANTECA tregar x200                              ;CARNICERIA                             ;21;51.3;0
4143;7794111001614;TACHO RESIDUOS C-TAPA X12 L                      ;CARNICERIA                             ;21;160;0
4144;7798201871033;RAVIOLES IL BAMBINO X500                         ;CARNICERIA                             ;21;38.5;0
4145;7730922252814;YOGURISIMO natural c-azx 190                     ;CARNICERIA                             ;21;2500;0
4146;7891024030820;COLGATE LUM WHITE X 70G                          ;CARNICERIA                             ;21;2180;0
4147;4147;LAVAND                                           ;CARNICERIA                             ;21;1180;0
4148;17798112630269;PRIVADO ET CUERO                                 ;CARNICERIA                             ;21;370;0
4149;7798112630026;FINCA GABRIEL                                    ;CARNICERIA                             ;21;225;0
4150;17798112630375;finca gabr edicion esp                           ;CARNICERIA                             ;21;275;0
4151;4151;F                                                ;CARNICERIA                             ;21;0;0
4152;4152;z                                                ;CARNICERIA                             ;21;390;0
4153;7798126072423;mta gaona SANDWICH x 330g                        ;CARNICERIA                             ;21;89;0
4154;4154;GRANOLA SUELTA                                   ;CARNICERIA                             ;21;236.9;0
4155;7793699000781;PROMOPACK LIMPIEZA                               ;CARNICERIA                             ;21;135;0
4156;4156;MAYO DANICA 8 gr mini                            ;CARNICERIA                             ;21;0.9;0
4157;7791620001968;mostaza mini                                     ;CARNICERIA                             ;21;5;0
4158;7791290008496;cif crema x10ml dp                               ;CARNICERIA                             ;21;12;0
4159;5410228142089;LEFFE X 330                                      ;CARNICERIA                             ;21;70;0
4160;7791140010112;ISECTICida granulado x 30g                       ;CARNICERIA                             ;21;1500;0
4161;7790520990075;fuyi repelente                                   ;CARNICERIA                             ;21;185;0
4162;4162;CORTAU—AS                                        ;CARNICERIA                             ;21;5080;0
4163;7622300724221;FIDEO TERRABUSI MO—O                             ;CARNICERIA                             ;21;1720;0
4164;7798141511020;PAELLA                                           ;CARNICERIA                             ;21;118.9;0
4165;7792533443425;CLIPS N8                                         ;CARNICERIA                             ;21;42.9;0
4166;4166;aprieta papel                                    ;CARNICERIA                             ;21;100;0
4167;7798031652529;TUTUCA X 500                                     ;CARNICERIA                             ;21;790;0
4168;7790070320858;FIDEO MATARAZZO INTEGRAL                         ;CARNICERIA                             ;21;1829;0
4169;7791885004025;champig CUMANA X400                              ;CARNICERIA                             ;21;3950;0
4170;7790673000102;VINAGRE ALCOHOL X 1 L FAV                        ;CARNICERIA                             ;21;1100;0
4171;7791615000341;ACEITE X 5L FORM                                 ;CARNICERIA                             ;21;295;0
4172;7792900000299;SALSA BARBACOA                                   ;CARNICERIA                             ;21;530;0
4173;7613287260390;NESCAFE DOLCA cortado x125                       ;CARNICERIA                             ;21;3500;0
4174;7790314057014;RESERO TETRA TINTO                               ;CARNICERIA                             ;21;66;0
4175;7793344904631;ROLI elegante 100pÒ x 3                          ;CARNICERIA                             ;21;490;0
4176;7798130880373;P H X 4 SUAP                                     ;CARNICERIA                             ;21;1650;0
4177;7798130880380;P H X 6 SUAPEL                                   ;CARNICERIA                             ;21;2299;0
4178;7793015000587;TERMO SIGMA LUMIL.                               ;CARNICERIA                             ;21;665;0
4179;4179;CURAPLUS X 10                                    ;CARNICERIA                             ;21;4200;0
4180;7790847000235;DON MARCOS SNACK ARROZ                           ;CARNICERIA                             ;21;16.5;0
